,title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature
10017,Lentäjän poika,Edu Kettunen,0.377,0.228,0.0,-11.938,1.0,0.037,0.67,0.0,0.11,0.219,120.178,spotify:track:69NoXdIrkoHfXCKD9EuxEp,194493.0,4.0
10018,What About Us,The Saturdays,0.705,0.68,7.0,-4.751,1.0,0.0584,0.0059,0.0,0.214,0.689,123.941,spotify:track:4HM4V3HbXpt4FQeq0Bwo6X,220907.0,4.0
10019,What About Us,Sean Paul,0.705,0.68,7.0,-4.751,1.0,0.0584,0.0059,0.0,0.214,0.689,123.941,spotify:track:4HM4V3HbXpt4FQeq0Bwo6X,220907.0,4.0
10020,Rannalle,TCT,0.707,0.815,11.0,-6.575,0.0,0.156,0.000741,0.0,0.328,0.814,128.045,spotify:track:5rmhbh6NJm63yeFuP5MgjH,202253.0,4.0
10021,Rannalle,Jontte Valosaari,0.707,0.815,11.0,-6.575,0.0,0.156,0.000741,0.0,0.328,0.814,128.045,spotify:track:5rmhbh6NJm63yeFuP5MgjH,202253.0,4.0
10022,Just Friends,G-Eazy,0.456,0.808,4.0,-5.653,0.0,0.391,0.145,0.0,0.0632,0.162,88.073,spotify:track:0SDJmLCAWqHTo9bfKRAiRw,218456.0,4.0
10023,Just Friends,phem,0.456,0.808,4.0,-5.653,0.0,0.391,0.145,0.0,0.0632,0.162,88.073,spotify:track:0SDJmLCAWqHTo9bfKRAiRw,218456.0,4.0
10024,Valitsemaanne Numeroon (feat. Vesta),Töölön Ketterä,0.747,0.841,5.0,-5.05,0.0,0.22,0.142,0.0,0.215,0.642,124.913,spotify:track:1ElghIQKSmdL7FxDQWBv2I,208370.0,4.0
10025,Valitsemaanne Numeroon (feat. Vesta),Vesta,0.747,0.841,5.0,-5.05,0.0,0.22,0.142,0.0,0.215,0.642,124.913,spotify:track:1ElghIQKSmdL7FxDQWBv2I,208370.0,4.0
10028,10 Feet Down,NF,0.471,0.846,5.0,-6.59,1.0,0.272,0.0862,1.19e-05,0.271,0.0717,191.982,spotify:track:4fI5Ea4TThfaEGJszi3eH9,217107.0,4.0
10029,10 Feet Down,Ruelle,0.471,0.846,5.0,-6.59,1.0,0.272,0.0862,1.19e-05,0.271,0.0717,191.982,spotify:track:4fI5Ea4TThfaEGJszi3eH9,217107.0,4.0
10030,Let You Down,NF,0.659,0.716,5.0,-5.673,0.0,0.111,0.33,0.0,0.173,0.437,148.015,spotify:track:6mrKP2jyIQmM0rw6fQryjr,212120.0,4.0
10031,New,Daya,0.715,0.742,0.0,-4.331,1.0,0.0347,0.052,2.47e-05,0.364,0.322,106.971,spotify:track:4tERsdVCLtLtrGdFBf9DGC,230880.0,4.0
10032,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.783,10.0,-6.458,1.0,0.0856,0.047,0.0,0.083,0.579,154.084,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,163870.0,4.0
10033,Meant to Be (feat. Florida Georgia Line),Florida Georgia Line,0.643,0.783,10.0,-6.458,1.0,0.0856,0.047,0.0,0.083,0.579,154.084,spotify:track:7iDa6hUg2VgEL1o1HjmfBn,163870.0,4.0
10034,Gorgeous,Taylor Swift,0.794,0.537,7.0,-6.865,1.0,0.169,0.079,4.98e-06,0.227,0.418,92.022,spotify:track:0CLnkxpa3M4eA3HeGaERat,209680.0,4.0
10035,Bad At Love,Halsey,0.675,0.751,0.0,-3.539,1.0,0.0296,0.0604,0.0,0.0893,0.612,118.384,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,181279.0,4.0
10036,Almost Famous,G-Eazy,0.696,0.522,9.0,-9.489,0.0,0.0872,0.0337,6.35e-06,0.113,0.0934,124.025,spotify:track:3Uw0h4GVLVjoUEToSWe0gY,268920.0,4.0
10037,Lähen menee (feat. Reino Nordin),JVG,0.808,0.762,1.0,-5.069,1.0,0.0803,0.0904,0.0,0.129,0.505,101.922,spotify:track:1aUF83Zjjy9Z2cXWA10DHP,194587.0,4.0
10038,Lähen menee (feat. Reino Nordin),Reino Nordin,0.808,0.762,1.0,-5.069,1.0,0.0803,0.0904,0.0,0.129,0.505,101.922,spotify:track:1aUF83Zjjy9Z2cXWA10DHP,194587.0,4.0
10039,I Fall Apart,Post Malone,0.556,0.538,8.0,-5.408,0.0,0.0382,0.0689,0.0,0.196,0.291,143.95,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,223347.0,4.0
10040,Me You,Russ,0.702,0.762,8.0,-2.733,1.0,0.0328,0.00196,0.000451,0.142,0.233,95.019,spotify:track:4f1QbCjIAgQwnf7ms9NXWx,164200.0,4.0
10041,Makia,OG Ulla-Maija,0.717,0.855,8.0,-6.014,0.0,0.25,0.116,0.0,0.0627,0.623,134.926,spotify:track:2xRRSWrjBy8tFJaEHMAMQS,292580.0,4.0
10042,Jonkun Ex,IKE,0.663,0.741,0.0,-6.64,1.0,0.135,0.0884,0.0,0.161,0.272,99.029,spotify:track:0QMQzOLL3tUDnCEcpolpBe,190701.0,4.0
10043,Jonkun Ex,Elastinen,0.663,0.741,0.0,-6.64,1.0,0.135,0.0884,0.0,0.161,0.272,99.029,spotify:track:0QMQzOLL3tUDnCEcpolpBe,190701.0,4.0
10044,The Spectre,Alan Walker,0.654,0.711,1.0,-7.437,0.0,0.0383,0.0214,0.00191,0.0903,0.198,127.957,spotify:track:2DGa7iaidT5s0qnINlwMjJ,193788.0,4.0
10045,Phases,ALMA,0.767,0.718,1.0,-4.392,1.0,0.106,0.325,3.26e-06,0.099,0.493,109.991,spotify:track:4aBdUWD9fIwI4YyiRTYjpN,206086.0,4.0
10046,Phases,French Montana,0.767,0.718,1.0,-4.392,1.0,0.106,0.325,3.26e-06,0.099,0.493,109.991,spotify:track:4aBdUWD9fIwI4YyiRTYjpN,206086.0,4.0
10047,Paris Hilton,Aste,0.584,0.878,8.0,-3.602,1.0,0.279,0.0372,0.0,0.293,0.62,112.872,spotify:track:7wCc1HYuZCRllw6HdL94R4,170907.0,4.0
10048,<3,ibe,0.592,0.385,3.0,-9.43,0.0,0.068,0.138,0.00679,0.13,0.133,80.028,spotify:track:5GvOl4aIzh8laPhj9NLt6S,242732.0,4.0
10049,Beam Me Up (Kill Mode) (Original Mix),CAZZETTE,0.761,0.634,7.0,-3.978,1.0,0.0968,0.00168,0.00186,0.0875,0.37,126.005,spotify:track:2fCw9Il3rFZDg7hrsiz7Uw,405468.0,4.0
10050,Papi,Jennifer Lopez,0.705,0.805,4.0,-4.887,0.0,0.0595,0.134,0.000139,0.367,0.887,120.022,spotify:track:1nAGuIZXz6vb8XW0xiMqic,223493.0,4.0
10053,Calabria - Firebeatz Remix,Rune RK,0.636,0.879,10.0,-2.862,1.0,0.0702,0.000732,0.446,0.324,0.395,128.004,spotify:track:0ttPiazh17aXIo5NIckHES,221250.0,4.0
10054,Calabria - Firebeatz Remix,Firebeatz,0.636,0.879,10.0,-2.862,1.0,0.0702,0.000732,0.446,0.324,0.395,128.004,spotify:track:0ttPiazh17aXIo5NIckHES,221250.0,4.0
10055,I Mean It,G-Eazy,0.719,0.577,10.0,-5.966,1.0,0.119,0.135,0.0,0.134,0.135,139.97,spotify:track:3r3IydiFlCmsgY9B9L3o6Y,236453.0,4.0
10056,I Mean It,Remo,0.719,0.577,10.0,-5.966,1.0,0.119,0.135,0.0,0.134,0.135,139.97,spotify:track:3r3IydiFlCmsgY9B9L3o6Y,236453.0,4.0
10060,Antidote - Radio Edit,Swedish House Mafia,0.648,0.859,7.0,-4.974,1.0,0.111,0.00645,0.0282,0.135,0.633,128.03,spotify:track:38JE3O2HocFNvtljgtlNKv,177250.0,4.0
10061,Antidote - Radio Edit,Knife Party,0.648,0.859,7.0,-4.974,1.0,0.111,0.00645,0.0282,0.135,0.633,128.03,spotify:track:38JE3O2HocFNvtljgtlNKv,177250.0,4.0
10062,Young Blood,The Naked And Famous,0.592,0.819,6.0,-5.908,1.0,0.0353,0.000175,0.000261,0.717,0.463,104.978,spotify:track:0ZFqkCpQ7YrKAm0528LREE,232944.0,4.0
10063,Chandelier (feat. Lauriana Mae),B.o.B,0.701,0.75,1.0,-4.622,0.0,0.0456,0.011,0.000199,0.125,0.568,113.473,spotify:track:5oBzet0pFpm9tEz5pUmdK1,240080.0,4.0
10064,Chandelier (feat. Lauriana Mae),Lauriana Mae,0.701,0.75,1.0,-4.622,0.0,0.0456,0.011,0.000199,0.125,0.568,113.473,spotify:track:5oBzet0pFpm9tEz5pUmdK1,240080.0,4.0
10065,Cannonball (Radio Edit),Showtek & Justin Prime,0.627,0.967,1.0,-5.48,1.0,0.0493,0.00296,0.798,0.396,0.411,127.979,spotify:track:0SjwRXqTCc2TxjLQCj4mxD,193125.0,4.0
10066,Long Live A$AP,A$AP Rocky,0.716,0.832,0.0,-4.939,0.0,0.351,0.61,0.0,0.115,0.399,130.042,spotify:track:2JPavCWYtpCSnyLwnLBvXZ,289587.0,4.0
10069,Molly,Tyga,0.839,0.795,10.0,-6.321,1.0,0.0544,0.0947,0.0,0.348,0.769,140.042,spotify:track:5FqH0UN6ekEYOciZKMxQnY,219173.0,4.0
10070,Molly,Cedric Gervais,0.839,0.795,10.0,-6.321,1.0,0.0544,0.0947,0.0,0.348,0.769,140.042,spotify:track:5FqH0UN6ekEYOciZKMxQnY,219173.0,4.0
10071,Molly,Wiz Khalifa,0.839,0.795,10.0,-6.321,1.0,0.0544,0.0947,0.0,0.348,0.769,140.042,spotify:track:5FqH0UN6ekEYOciZKMxQnY,219173.0,4.0
10072,Molly,Mally Mall,0.839,0.795,10.0,-6.321,1.0,0.0544,0.0947,0.0,0.348,0.769,140.042,spotify:track:5FqH0UN6ekEYOciZKMxQnY,219173.0,4.0
10073,Thinking About You (feat. Ayah Marar),Calvin Harris,0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,spotify:track:1KtD0xaLAikgIt5tPbteZQ,247933.0,4.0
10074,Thinking About You (feat. Ayah Marar),Ayah Marar,0.725,0.874,0.0,-3.715,0.0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,spotify:track:1KtD0xaLAikgIt5tPbteZQ,247933.0,4.0
10077,Willy Wonka (feat. Offset),Macklemore,0.879,0.609,4.0,-4.943,0.0,0.114,0.0071,0.0,0.072,0.569,123.991,spotify:track:7uKSil5r7uHexnM9lukPTc,222773.0,4.0
10078,Willy Wonka (feat. Offset),Offset,0.879,0.609,4.0,-4.943,0.0,0.114,0.0071,0.0,0.072,0.569,123.991,spotify:track:7uKSil5r7uHexnM9lukPTc,222773.0,4.0
10079,Frick Da Police,Ricegum,0.806,0.747,1.0,-5.617,1.0,0.2,0.0622,0.0,0.106,0.107,101.819,spotify:track:314bi2IzSFaBWmAfn1c0eu,127059.0,4.0
10080,God Church,Ricegum,0.844,0.747,8.0,-4.282,1.0,0.266,0.379,0.0,0.233,0.509,102.013,spotify:track:6vSCM2SU46QPusXLiy0kjz,150622.0,4.0
10081,Outta My Hair,Logan Paul,0.834,0.611,5.0,-4.585,0.0,0.207,0.103,0.0,0.0578,0.893,103.011,spotify:track:0Xf805Zcfll6tIut8lKGJS,168171.0,4.0
10082,Help Me Help You (feat. Why Don't We),Logan Paul,0.811,0.641,1.0,-4.167,0.0,0.256,0.205,0.0,0.547,0.781,134.971,spotify:track:51w95jAPQDOWN3M7xopWWh,152822.0,4.0
10083,Help Me Help You (feat. Why Don't We),Why Don't We,0.811,0.641,1.0,-4.167,0.0,0.256,0.205,0.0,0.547,0.781,134.971,spotify:track:51w95jAPQDOWN3M7xopWWh,152822.0,4.0
10084,2016,Logan Paul,0.79,0.636,7.0,-5.45,0.0,0.0672,0.00082,0.0,0.124,0.158,137.961,spotify:track:1hr8c67jxMqSgJwX2d7jH0,204476.0,4.0
10085,It's Everyday Bro,Jake Paul,0.79,0.714,1.0,-7.86,0.0,0.202,0.00142,0.0,0.111,0.559,150.033,spotify:track:4l62h4tiuUwn7eD6hxMlVQ,217678.0,5.0
10086,It's Everyday Bro,Team 10,0.79,0.714,1.0,-7.86,0.0,0.202,0.00142,0.0,0.111,0.559,150.033,spotify:track:4l62h4tiuUwn7eD6hxMlVQ,217678.0,5.0
10087,Sweatshirt,Jacob Sartorius,0.667,0.492,8.0,-8.612,1.0,0.03,0.321,0.0,0.0744,0.796,95.976,spotify:track:0B3LaidsxjnBTUlKgKQQe5,171250.0,4.0
10088,Dead,Madison Beer,0.583,0.7,2.0,-4.969,0.0,0.211,0.4,0.0,0.183,0.553,103.072,spotify:track:5kApwSRDqF5CKclVLw1FBM,194827.0,4.0
10089,Unbreakable,Madison Beer,0.729,0.653,7.0,-5.092,1.0,0.034,0.193,0.0,0.0614,0.43,123.031,spotify:track:4Hh9s8aHYNezPsKmjy6uO9,213640.0,4.0
10091,Faded,ZHU,0.867,0.477,9.0,-7.183,0.0,0.049,0.00843,0.175,0.113,0.614,124.979,spotify:track:2GQEM9JuHu30sGFvRYeCxz,223480.0,4.0
10092,Body Language,Kid Ink,0.886,0.529,5.0,-5.766,0.0,0.0383,0.0175,0.0,0.0997,0.262,99.023,spotify:track:38VErEiTizjEE6BjsmroFx,207784.0,4.0
10093,Body Language,Usher,0.886,0.529,5.0,-5.766,0.0,0.0383,0.0175,0.0,0.0997,0.262,99.023,spotify:track:38VErEiTizjEE6BjsmroFx,207784.0,4.0
10094,Body Language,Tinashe,0.886,0.529,5.0,-5.766,0.0,0.0383,0.0175,0.0,0.0997,0.262,99.023,spotify:track:38VErEiTizjEE6BjsmroFx,207784.0,4.0
10095,Foreign Remix (feat. Justin Bieber),Trey Songz,0.709,0.583,5.0,-6.814,0.0,0.0595,0.137,0.0,0.395,0.545,123.927,spotify:track:3E2AepNzwCD7xGIGruIBrW,273640.0,4.0
10096,Foreign Remix (feat. Justin Bieber),Justin Bieber,0.709,0.583,5.0,-6.814,0.0,0.0595,0.137,0.0,0.395,0.545,123.927,spotify:track:3E2AepNzwCD7xGIGruIBrW,273640.0,4.0
10097,No Flex Zone,Rae Sremmurd,0.93,0.508,1.0,-6.1,1.0,0.13,0.00787,0.0,0.0855,0.229,120.05,spotify:track:6gmhFrUjNhwWIAWMYw2qmb,231244.0,4.0
10098,Best Mistake,Ariana Grande,0.654,0.578,6.0,-6.897,1.0,0.449,0.546,0.0,0.112,0.233,143.867,spotify:track:70yhaHLp9STtzI2Kzba6Tr,233733.0,4.0
10099,Best Mistake,Big Sean,0.654,0.578,6.0,-6.897,1.0,0.449,0.546,0.0,0.112,0.233,143.867,spotify:track:70yhaHLp9STtzI2Kzba6Tr,233733.0,4.0
10100,Habits (Stay High) - The Chainsmokers Extended Mix,Tove Lo,0.684,0.772,10.0,-5.976,1.0,0.0356,0.00248,0.00403,0.0894,0.0418,128.025,spotify:track:7lxKUx67JrEoxjayHCb0Xr,294253.0,4.0
10101,Habits (Stay High) - The Chainsmokers Extended Mix,The Chainsmokers,0.684,0.772,10.0,-5.976,1.0,0.0356,0.00248,0.00403,0.0894,0.0418,128.025,spotify:track:7lxKUx67JrEoxjayHCb0Xr,294253.0,4.0
10106,Don't Let Me Down (feat. Daya) - W&W Remix,The Chainsmokers,0.431,0.877,8.0,-5.677,0.0,0.121,0.041,0.00128,0.126,0.484,159.897,spotify:track:4s2rzq6ZpCfg5ODq0z79QG,195093.0,4.0
10107,Don't Let Me Down (feat. Daya) - W&W Remix,Daya,0.431,0.877,8.0,-5.677,0.0,0.121,0.041,0.00128,0.126,0.484,159.897,spotify:track:4s2rzq6ZpCfg5ODq0z79QG,195093.0,4.0
10108,Don't Let Me Down (feat. Daya) - W&W Remix,W&W,0.431,0.877,8.0,-5.677,0.0,0.121,0.041,0.00128,0.126,0.484,159.897,spotify:track:4s2rzq6ZpCfg5ODq0z79QG,195093.0,4.0
10109,Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,Dimitri Vegas & Like Mike,0.524,0.827,8.0,-5.17,1.0,0.059,0.00103,0.0267,0.0412,0.236,128.011,spotify:track:662vtOAyenh4uGaEP8buDu,250979.0,4.0
10110,Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,David Guetta,0.524,0.827,8.0,-5.17,1.0,0.059,0.00103,0.0267,0.0412,0.236,128.011,spotify:track:662vtOAyenh4uGaEP8buDu,250979.0,4.0
10111,Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,Kiiara,0.524,0.827,8.0,-5.17,1.0,0.059,0.00103,0.0267,0.0412,0.236,128.011,spotify:track:662vtOAyenh4uGaEP8buDu,250979.0,4.0
10112,Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,Diego Miranda,0.524,0.827,8.0,-5.17,1.0,0.059,0.00103,0.0267,0.0412,0.236,128.011,spotify:track:662vtOAyenh4uGaEP8buDu,250979.0,4.0
10113,Complicated (feat. Kiiara) - Diego Miranda & Wolfpack Remix,Wolfpack,0.524,0.827,8.0,-5.17,1.0,0.059,0.00103,0.0267,0.0412,0.236,128.011,spotify:track:662vtOAyenh4uGaEP8buDu,250979.0,4.0
10114,Are You with Me - Dimaro Radio Edit,Lost Frequencies,0.643,0.891,5.0,-3.908,0.0,0.0925,0.0049,0.00165,0.308,0.316,128.047,spotify:track:2UN6a0lRIU0g1zfLQ0rp6p,214096.0,4.0
10115,En halua tietää,Antti Tuisku,0.76,0.773,7.0,-6.555,0.0,0.236,0.094,3.85e-05,0.602,0.827,142.089,spotify:track:5sBShwG9BmGQemBbsBimPb,240667.0,4.0
10116,En kommentoi,Antti Tuisku,0.709,0.706,8.0,-5.613,1.0,0.0802,0.0194,3.19e-05,0.0436,0.503,123.984,spotify:track:3fFjcrLF5X4Qq9Rq4r7MWD,186067.0,4.0
10117,Go Flex,Post Malone,0.663,0.489,5.0,-8.198,1.0,0.124,0.227,0.0,0.0769,0.117,81.959,spotify:track:2hCKzqwjRjhycKeZJvbloJ,179613.0,4.0
10118,Gucci Gang,Lil Pump,0.95,0.533,5.0,-7.022,1.0,0.148,0.247,0.0,0.114,0.675,119.869,spotify:track:6foxplXS0YEq8cO374Lty4,124056.0,4.0
10119,Fuck Love (feat. Trippie Redd),XXXTENTACION,0.797,0.533,0.0,-9.74,0.0,0.0412,0.0172,0.000152,0.103,0.329,131.036,spotify:track:7AQim7LbvFVZJE3O8TYgf2,146520.0,4.0
10120,Fuck Love (feat. Trippie Redd),Trippie Redd,0.797,0.533,0.0,-9.74,0.0,0.0412,0.0172,0.000152,0.103,0.329,131.036,spotify:track:7AQim7LbvFVZJE3O8TYgf2,146520.0,4.0
10121,XO Tour Llif3,Lil Uzi Vert,0.732,0.75,11.0,-6.366,0.0,0.231,0.00264,0.0,0.109,0.401,155.096,spotify:track:7GX5flRQZVHRAGd6B4TmDO,182707.0,4.0
10122,Swang,Rae Sremmurd,0.672,0.326,8.0,-9.36,1.0,0.0634,0.225,2.87e-05,0.101,0.154,140.008,spotify:track:4VSVT9njJD3BsXIdCNHOVQ,208120.0,4.0
10123,American Teen,Khalid,0.658,0.623,0.0,-6.934,1.0,0.0398,0.0683,0.0,0.321,0.207,100.436,spotify:track:312WNtMs3F28cUukaPY9bo,250747.0,4.0
10124,Do What I Want,Lil Uzi Vert,0.681,0.701,9.0,-6.336,1.0,0.0767,0.106,0.0,0.208,0.398,139.952,spotify:track:4IWGnyOHDrVZEtPWfs4s7q,175203.0,4.0
10125,"Nihee (feat. IBE, Deezydavid)",JVG,0.788,0.595,2.0,-6.529,1.0,0.156,0.0216,0.0,0.101,0.73,136.008,spotify:track:1JqT97Gea7tOrQtlvYi27J,262960.0,4.0
10126,"Nihee (feat. IBE, Deezydavid)",DeezyDavid,0.788,0.595,2.0,-6.529,1.0,0.156,0.0216,0.0,0.101,0.73,136.008,spotify:track:1JqT97Gea7tOrQtlvYi27J,262960.0,4.0
10127,"Nihee (feat. IBE, Deezydavid)",ibe,0.788,0.595,2.0,-6.529,1.0,0.156,0.0216,0.0,0.101,0.73,136.008,spotify:track:1JqT97Gea7tOrQtlvYi27J,262960.0,4.0
10130,Feeling Myself,Nicki Minaj,0.69,0.699,2.0,-5.612,1.0,0.184,0.425,0.0109,0.399,0.465,139.83,spotify:track:6Sm2YzLtL8FcyTMONOkiFw,237840.0,4.0
10131,Feeling Myself,Beyoncé,0.69,0.699,2.0,-5.612,1.0,0.184,0.425,0.0109,0.399,0.465,139.83,spotify:track:6Sm2YzLtL8FcyTMONOkiFw,237840.0,4.0
10132,All About You,Hilary Duff,0.544,0.874,1.0,-5.108,1.0,0.0552,0.00506,0.000229,0.0782,0.635,158.128,spotify:track:5c7tO3OhDBA4CUkdGoKkI2,162053.0,4.0
10135,Code Lyoko 'A World Without Danger' For Orchestra,Debra Reynolds,0.585,0.761,5.0,-5.825,1.0,0.0273,0.134,0.956,0.197,0.625,127.009,spotify:track:3QJaomB69CliBLvq2I0x0t,217339.0,4.0
10136,Code Lyoko 'A World Without Danger' For Orchestra,Noam Kaniel,0.585,0.761,5.0,-5.825,1.0,0.0273,0.134,0.956,0.197,0.625,127.009,spotify:track:3QJaomB69CliBLvq2I0x0t,217339.0,4.0
10137,Code Lyoko 'A World Without Danger' For Orchestra,Walt Ribeiro,0.585,0.761,5.0,-5.825,1.0,0.0273,0.134,0.956,0.197,0.625,127.009,spotify:track:3QJaomB69CliBLvq2I0x0t,217339.0,4.0
10138,Ekstaasiin,Gabriel Lion,0.627,0.769,2.0,-7.136,1.0,0.0329,0.00677,0.000151,0.0801,0.39,99.961,spotify:track:3cEsSgxScaS8bLMpNAGjAJ,191439.0,4.0
10139,Love Song,Sara Bareilles,0.583,0.786,2.0,-3.142,0.0,0.0301,0.0208,0.0,0.188,0.573,123.055,spotify:track:4E6cwWJWZw2zWf7VFbH7wf,258827.0,4.0
10140,Love In This Club,Usher,0.502,0.825,0.0,-5.614,1.0,0.13,0.0465,0.0,0.11,0.468,140.403,spotify:track:3Q8Yi4fkTzDKs5WBeLxs0M,254840.0,4.0
10141,Love In This Club,Jeezy,0.502,0.825,0.0,-5.614,1.0,0.13,0.0465,0.0,0.11,0.468,140.403,spotify:track:3Q8Yi4fkTzDKs5WBeLxs0M,254840.0,4.0
10142,With You,Chris Brown,0.555,0.685,3.0,-4.447,1.0,0.132,0.152,0.0,0.124,0.665,85.905,spotify:track:40XRRsy4XLXYvCnRMDVXiO,252253.0,4.0
10144,Crank That (Soulja Boy) [Travis Barker Remix],Soulja Boy,0.671,0.531,8.0,-5.551,1.0,0.0467,0.0307,0.0,0.365,0.28,140.013,spotify:track:5WeiB5JDBy6T5QQxtj09zb,247013.0,4.0
10145,Crank That (Soulja Boy) [Travis Barker Remix],Travis Barker,0.671,0.531,8.0,-5.551,1.0,0.0467,0.0307,0.0,0.365,0.28,140.013,spotify:track:5WeiB5JDBy6T5QQxtj09zb,247013.0,4.0
10152,Single Ladies (Put a Ring on It) - Dave Audé Remix - Club Version,Beyoncé,0.796,0.845,1.0,-5.784,0.0,0.0819,0.00972,0.778,0.0334,0.657,126.016,spotify:track:3fLu9Iu9rG3fDf3ErDqSSV,499960.0,4.0
10153,Single Ladies (Put a Ring on It) - Dave Audé Remix - Club Version,"Dave Audé for Awestruck Productions, Inc.",0.796,0.845,1.0,-5.784,0.0,0.0819,0.00972,0.778,0.0334,0.657,126.016,spotify:track:3fLu9Iu9rG3fDf3ErDqSSV,499960.0,4.0
10155,Dead And Gone - feat. Justin Timberlake,T.I.,0.713,0.746,0.0,-4.99,1.0,0.259,0.0402,0.0,0.601,0.47,135.021,spotify:track:1k2NovMHKHhgGsHxg0aYAS,299747.0,4.0
10156,Dead And Gone - feat. Justin Timberlake,Justin Timberlake,0.713,0.746,0.0,-4.99,1.0,0.259,0.0402,0.0,0.601,0.47,135.021,spotify:track:1k2NovMHKHhgGsHxg0aYAS,299747.0,4.0
10158,You Found Me,The Fray,0.338,0.803,8.0,-5.412,0.0,0.0413,0.0187,0.0,0.136,0.4,151.994,spotify:track:4IoYz8XqqdowINzfRrFnhi,241853.0,4.0
10165,Birthday Sex,Jeremih,0.677,0.523,7.0,-5.603,0.0,0.0439,0.295,0.0,0.15,0.446,60.019,spotify:track:16XNk3bVCSHXN1rlwbXtHb,226507.0,4.0
10166,"Hey, Soul Sister",Train,0.675,0.885,1.0,-4.432,0.0,0.0436,0.217,0.0,0.086,0.768,97.03,spotify:track:0KpfYajJVVGgQ32Dby7e9i,216667.0,4.0
10167,Eurovisioit,ibe,0.808,0.799,6.0,-6.542,1.0,0.336,0.222,0.0,0.202,0.436,82.489,spotify:track:4wyiZBiVhuR4xq67lxDef0,194022.0,4.0
10168,Eurovisioit,Kube,0.808,0.799,6.0,-6.542,1.0,0.336,0.222,0.0,0.202,0.436,82.489,spotify:track:4wyiZBiVhuR4xq67lxDef0,194022.0,4.0
10169,Sokeri,ibe,0.689,0.638,10.0,-7.162,0.0,0.297,0.0231,1.45e-06,0.361,0.521,155.086,spotify:track:1lUUwzA1wD7KpW7LwPvtey,201812.0,4.0
10170,Sokeri,Cledos,0.689,0.638,10.0,-7.162,0.0,0.297,0.0231,1.45e-06,0.361,0.521,155.086,spotify:track:1lUUwzA1wD7KpW7LwPvtey,201812.0,4.0
10172,Candy Paint,Post Malone,0.765,0.688,4.0,-5.566,1.0,0.0841,0.633,0.0,0.0734,0.434,90.013,spotify:track:42CeaId2XNlxugDvyqHfDf,229573.0,4.0
10173,Walk On Water (feat. Beyoncé),Eminem,0.49,0.598,9.0,-4.814,0.0,0.186,0.801,0.0,0.576,0.61,84.004,spotify:track:5b2QnYcT9rQIkhRWt4HztQ,303781.0,4.0
10174,Walk On Water (feat. Beyoncé),Beyoncé,0.49,0.598,9.0,-4.814,0.0,0.186,0.801,0.0,0.576,0.61,84.004,spotify:track:5b2QnYcT9rQIkhRWt4HztQ,303781.0,4.0
10175,No Limit,G-Eazy,0.838,0.771,1.0,-3.791,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,spotify:track:2Xqd0wUttjueBfdcltADOv,245387.0,4.0
10176,No Limit,A$AP Rocky,0.838,0.771,1.0,-3.791,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,spotify:track:2Xqd0wUttjueBfdcltADOv,245387.0,4.0
10177,No Limit,Cardi B,0.838,0.771,1.0,-3.791,1.0,0.244,0.0117,0.0,0.0853,0.405,175.957,spotify:track:2Xqd0wUttjueBfdcltADOv,245387.0,4.0
10178,Ric Flair Drip (with Metro Boomin),Offset,0.88,0.428,9.0,-8.28,1.0,0.206,0.149,5.05e-05,0.114,0.333,100.007,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800.0,4.0
10179,Ric Flair Drip (with Metro Boomin),Metro Boomin,0.88,0.428,9.0,-8.28,1.0,0.206,0.149,5.05e-05,0.114,0.333,100.007,spotify:track:7sO5G9EABYOXQKNPNiE9NR,172800.0,4.0
10180,Tää On Se Maa,Pasi ja Anssi,0.717,0.948,3.0,-3.984,0.0,0.0539,0.0672,0.000224,0.102,0.755,135.972,spotify:track:3v3K7xgKQahAml0BGjdIfY,218824.0,4.0
10181,Nössö,Petri Nygård,0.875,0.814,0.0,-3.916,1.0,0.043,0.0827,0.0,0.184,0.695,109.996,spotify:track:0gySKxqIOHTVD3YObTsJug,206608.0,4.0
10182,Nössö,Vesku Jokinen,0.875,0.814,0.0,-3.916,1.0,0.043,0.0827,0.0,0.184,0.695,109.996,spotify:track:0gySKxqIOHTVD3YObTsJug,206608.0,4.0
10183,En sun kaa (feat. Bizi),JVG,0.762,0.796,1.0,-5.842,0.0,0.0792,0.0282,0.0,0.0988,0.384,97.992,spotify:track:6jdRdqyMlZQdLAnA7Cl9LD,225187.0,4.0
